id,house,course,sex,blood_status,result,Transfiguration_exam,Potions_exam,Herbology_exam,Defence against the dark arts_exam,History of magic_exam,Divinations_exam,Astronomy_exam,Arythmancy_exam,Care of magical creatures_exam,Muggle studies_exam,Study of ancient runs_exam,Flying_exam,Charms_exam,wand,week 1,week 2,week 3,week 4,week 5,week 6,week 7,week 8,week 9,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 18,week 19,week 20,week 21,week 22,week 23,week 24,week 25,week 26,week 27,week 28,week 29,week 30,week 31,week 32,week 33,week 34,week 35,week 36,week 37,week 38,week 39,week 40
77,Hufflepuff,5,female,Muggle-borned,-20,24,100,39,64,55,13,24,85,40,2,49,62,39,Unicorn hair,0,5,-10,-10,5,0,5,-10,-10,20,5,0,5,-10,5,10,-5,0,0,-5,5,5,-5,0,-10,0,0,5,-5,5,-10,0,0,-10,-5,0,-10,5,0,10
82,Hufflepuff,2,female,Half-blood,45,62,22,64,61,100,73,100,100,100,60,98,41,78,Phoenix feather,-5,0,5,0,-10,-5,-5,5,10,0,5,0,-5,0,0,5,5,10,-5,5,0,5,10,5,5,5,0,-5,-10,0,0,0,10,0,-5,0,5,0,-5,10
88,Hufflepuff,7,female,Muggle-borned,35,42,36,24,68,0,60,29,68,26,85,52,59,37,Phoenix feather,-20,-10,10,0,0,-5,0,5,0,5,10,0,0,5,10,-5,10,-5,5,0,0,10,0,20,-5,-10,5,5,0,5,0,5,-5,-10,5,-10,0,-5,0,10
96,Hufflepuff,6,male,Half-blood,0,24,100,25,9,69,46,100,40,53,74,54,67,39,Dragon heartstring,5,-10,5,0,10,0,5,0,0,10,0,5,0,5,-10,0,5,5,0,10,-10,10,0,0,5,0,-5,0,-10,0,0,5,0,-5,0,0,-20,-10,-10,5
102,Hufflepuff,5,female,Pure-blood,40,69,48,58,87,55,87,28,100,84,100,72,100,73,Unicorn hair,0,5,5,-5,5,5,-10,-5,10,-10,5,-5,-5,0,5,0,0,0,10,5,-5,10,0,5,5,10,-5,-10,10,-5,5,5,-5,0,20,0,-5,-5,-5,0
103,Hufflepuff,4,female,Pure-blood,-15,39,33,64,69,76,90,0,32,55,43,64,28,43,Dragon heartstring,5,0,0,0,0,-5,5,-5,10,0,0,0,0,-10,0,10,-5,0,10,-10,-5,-5,10,5,0,-5,5,-5,-5,5,-5,-5,-5,-10,5,0,-10,0,5,5
104,Hufflepuff,5,female,Pure-blood,0,54,23,22,0,46,57,23,72,100,13,26,80,56,Unicorn hair,0,-10,0,0,-5,-10,0,5,0,0,-5,0,5,-10,0,0,0,10,-5,-5,5,5,5,0,0,-5,5,5,0,-5,0,5,0,5,10,-5,-10,10,5,-5
110,Hufflepuff,7,male,Half-blood,25,69,26,41,100,83,8,44,95,71,49,31,62,70,Unicorn hair,5,0,0,-5,10,0,-5,0,0,0,0,0,5,-10,5,5,-5,-5,0,0,5,0,0,5,0,0,-5,0,0,10,-10,0,10,5,0,0,0,10,5,-10
111,Hufflepuff,3,female,Half-blood,-20,48,53,47,31,46,82,78,41,65,61,32,61,37,Unicorn hair,-5,-5,-5,5,5,5,10,0,-5,0,-5,5,5,5,0,5,-10,0,-10,-10,-5,0,-10,-10,0,5,0,5,-5,10,10,-5,5,10,-5,-5,0,0,0,-10
112,Hufflepuff,7,female,Half-blood,-35,73,20,51,87,78,29,69,81,54,93,100,65,53,Unicorn hair,-10,-5,0,0,0,-10,-5,5,0,0,0,5,-5,-5,-5,-5,0,5,0,5,-5,5,-10,5,0,-10,0,-20,0,10,5,0,0,-5,0,0,0,10,0,10
113,Hufflepuff,3,female,Pure-blood,-50,58,3,62,55,74,82,2,25,35,45,48,84,53,Dragon heartstring,5,0,5,0,-10,0,-5,-10,5,0,-5,0,5,-5,0,5,-10,-5,0,-10,-10,0,5,0,0,0,0,-5,5,5,5,5,5,-5,0,-10,0,-10,0,-5
114,Hufflepuff,2,female,Half-blood,-30,60,40,45,92,100,100,41,50,81,100,86,62,44,Phoenix feather,0,-5,5,-10,-10,0,-10,10,0,-10,-10,5,5,0,-5,5,0,10,0,0,-10,0,0,0,0,-5,-10,5,5,0,0,0,10,0,0,10,0,-10,-10,5
115,Hufflepuff,3,female,Muggle-borned,10,47,26,62,53,28,44,91,36,74,48,97,63,27,Unicorn hair,0,0,0,-10,-10,-10,5,0,0,0,5,-10,5,0,0,10,0,-5,0,5,0,0,0,-5,10,0,5,0,-5,5,0,0,5,0,5,5,5,-5,0,0
118,Hufflepuff,1,female,Muggle-borned,-65,39,48,28,50,80,29,60,33,81,75,96,23,39,Dragon heartstring,0,0,0,0,5,-10,0,-10,0,-10,-5,-5,5,5,0,-10,0,-5,-5,10,0,0,0,0,0,0,0,-10,5,-5,10,-10,-5,-5,0,-5,-10,-5,10,0
128,Hufflepuff,4,male,Half-blood,-25,34,48,56,70,69,34,54,26,92,76,74,53,50,Unicorn hair,-5,0,0,-10,0,5,0,0,0,0,0,-5,0,-10,0,-5,-10,0,5,0,-5,10,10,-10,-5,5,10,0,-10,5,-5,5,5,-5,0,5,-10,5,0,0
129,Hufflepuff,7,male,Muggle-borned,10,44,22,51,36,27,35,21,29,75,87,49,72,54,Phoenix feather,0,5,10,-5,-10,-5,-10,5,0,0,10,0,10,0,5,5,5,0,0,10,0,-20,-5,0,0,-5,0,0,0,0,5,5,-5,5,5,-10,5,0,5,-10
131,Hufflepuff,4,female,Pure-blood,-20,35,54,87,15,100,68,91,67,69,94,75,60,17,Dragon heartstring,0,10,5,-5,0,5,-5,0,-5,-10,-20,-10,-5,10,0,5,0,0,-10,-10,5,10,-5,-5,10,5,5,-5,0,0,5,0,20,0,-5,-5,-5,-5,0,0
135,Hufflepuff,1,female,Muggle-borned,-20,52,6,40,50,33,43,38,65,41,28,33,51,33,Dragon heartstring,-5,0,-5,0,0,0,0,-5,-5,0,5,-5,0,-10,-5,-5,0,10,0,10,5,5,0,-20,-5,5,-5,0,5,0,5,0,5,10,0,-5,0,0,0,-5
137,Hufflepuff,3,male,Pure-blood,10,53,8,32,85,74,48,46,25,46,7,56,59,64,Dragon heartstring,0,10,0,-5,-5,-5,0,0,10,-5,10,-10,-5,-5,10,0,0,10,0,5,0,-10,-5,0,0,0,0,0,0,5,-10,0,10,-5,-10,5,0,5,0,10
138,Hufflepuff,1,male,Pure-blood,-50,43,38,50,58,92,70,100,20,64,63,86,54,51,Dragon heartstring,-10,5,0,5,-10,0,0,5,5,0,5,-5,-5,0,0,0,-10,0,0,0,-5,0,5,-10,-10,5,-10,-5,0,-5,5,0,10,-5,-5,-5,0,0,5,-5
140,Hufflepuff,2,female,Pure-blood,-35,25,25,49,27,45,100,47,59,11,42,36,52,32,Dragon heartstring,-10,5,0,5,5,10,5,5,0,5,5,-5,-5,-5,0,0,-10,0,5,-5,-10,-5,-10,-10,10,-5,-10,0,0,0,0,0,-10,0,0,-5,5,5,0,0
148,Hufflepuff,4,female,Muggle-borned,-5,38,100,3,40,58,48,37,85,8,3,22,29,32,Dragon heartstring,10,0,0,5,0,-5,10,-5,5,5,-5,0,5,0,0,0,5,0,0,0,5,-5,-5,-10,0,-5,-10,0,0,-5,-5,5,0,0,0,10,5,-5,0,-10
152,Hufflepuff,4,female,Half-blood,60,6,100,100,26,100,60,28,26,46,59,6,14,100,Unicorn hair,-5,5,-5,10,5,5,5,5,5,-10,10,0,-5,-5,0,10,0,-5,-5,0,0,0,5,0,5,0,-5,5,0,-5,5,10,0,0,0,5,20,-5,-5,5
156,Hufflepuff,3,female,Pure-blood,-10,100,7,6,21,4,7,54,45,20,55,12,32,100,Unicorn hair,-5,0,-5,0,-10,0,-5,5,0,-10,0,-5,-20,-5,10,-5,0,10,5,5,5,5,0,-5,20,5,-5,5,-5,-5,0,0,5,0,0,0,0,0,0,0
160,Hufflepuff,3,female,Half-blood,50,72,56,57,72,57,19,61,100,70,100,100,60,90,Phoenix feather,10,0,10,5,-10,0,-5,10,0,10,10,-5,-5,0,-5,0,0,-10,-5,0,5,10,0,-5,0,0,0,0,-5,0,5,5,-5,0,5,5,20,0,0,0
166,Hufflepuff,2,female,Half-blood,5,48,60,47,100,94,60,63,100,100,100,85,77,45,Dragon heartstring,5,0,-5,5,5,-5,0,0,0,0,0,-5,0,0,10,0,0,0,5,-10,0,10,0,-5,10,0,0,-5,0,0,-5,-5,0,0,0,0,-5,0,5,0
176,Hufflepuff,1,female,Half-blood,20,53,37,42,76,41,31,100,22,44,46,75,41,45,Unicorn hair,-5,0,0,-5,5,5,0,-5,5,5,0,0,5,-5,5,5,5,5,-5,-10,5,-5,5,5,-5,5,5,0,-5,0,0,0,5,5,-5,0,-20,10,5,0
178,Hufflepuff,4,female,Muggle-borned,-45,31,2,35,70,76,58,77,44,77,50,16,45,37,Dragon heartstring,-5,5,10,0,-5,0,-5,5,5,0,-10,0,5,0,5,5,-5,0,5,-5,0,0,10,-10,-5,0,-10,-10,0,0,0,-10,0,-5,0,0,-5,0,0,-10
183,Hufflepuff,4,male,Pure-blood,15,42,44,37,100,63,49,78,76,35,71,65,51,34,Dragon heartstring,0,5,5,-5,0,0,0,0,0,5,0,0,-10,-5,0,-5,5,-5,0,0,-10,0,0,10,0,0,0,5,5,-5,0,0,5,10,10,0,5,-5,0,-5
184,Hufflepuff,3,male,Muggle-borned,25,52,32,32,61,71,44,37,82,75,36,63,75,70,Unicorn hair,5,0,0,0,0,0,-10,0,-5,-5,5,-5,-10,0,5,0,0,0,10,-10,10,0,0,5,5,0,0,0,5,0,-10,0,5,-5,20,5,0,0,10,-5
187,Hufflepuff,7,female,Half-blood,5,80,59,100,100,100,100,100,92,100,71,100,98,77,Dragon heartstring,5,-5,0,0,5,-5,0,-5,-5,-5,-5,0,0,0,0,0,-10,5,0,-5,5,0,0,5,5,0,0,0,0,5,0,10,0,0,-5,0,10,0,5,-5
188,Hufflepuff,2,female,Muggle-borned,-15,37,36,60,74,39,56,79,74,54,100,52,31,28,Phoenix feather,5,5,-5,0,-5,5,10,-5,0,0,-10,-10,0,5,-10,0,-5,10,0,5,-10,5,5,5,-10,0,0,5,0,0,0,0,10,0,-10,0,-10,-10,5,5
189,Hufflepuff,7,female,Half-blood,25,40,17,26,40,84,71,13,75,62,56,82,48,44,Dragon heartstring,0,0,0,0,-5,-10,-5,10,10,0,-5,-5,0,-5,0,0,5,0,0,10,5,5,10,-5,-10,10,0,10,5,0,0,0,5,-10,0,-10,-10,0,20,0
193,Hufflepuff,7,male,Half-blood,-20,70,24,51,100,48,4,43,37,65,62,48,66,78,Dragon heartstring,-5,0,-5,-10,5,0,0,-5,10,0,0,5,-10,0,-5,0,-10,0,0,5,0,-5,0,10,0,5,-10,-10,0,0,0,0,0,5,10,0,0,-5,0,5
194,Hufflepuff,6,female,Pure-blood,35,46,7,2,8,31,69,12,11,65,26,48,40,67,Dragon heartstring,10,10,0,0,10,10,0,10,5,5,-10,0,10,5,-10,-5,0,0,0,-5,5,0,0,-5,0,0,-5,-10,-5,10,-10,20,0,-5,-5,0,5,-10,5,0
195,Hufflepuff,2,female,Muggle-borned,-35,53,100,39,85,24,12,47,20,56,49,43,40,38,Unicorn hair,0,5,20,0,-5,0,5,-5,0,0,-10,0,5,5,5,10,-5,5,0,-5,0,5,-10,-10,-10,5,-5,0,0,-5,0,-10,-20,5,-10,10,0,-10,0,0
199,Hufflepuff,5,female,Pure-blood,25,34,22,41,79,43,61,83,19,58,47,93,47,21,Unicorn hair,-5,-5,0,-10,-10,0,10,0,5,5,10,20,10,10,5,0,5,-5,-10,0,-5,-10,0,-10,0,0,0,0,0,5,5,5,-5,5,0,5,-5,0,0,0
204,Hufflepuff,4,female,Muggle-borned,25,61,31,46,71,53,79,63,65,46,58,42,60,53,Phoenix feather,-10,-5,0,0,0,0,0,5,0,0,-10,-5,10,0,0,0,-5,0,0,0,5,0,-5,0,0,10,5,0,10,0,5,0,-10,5,10,0,20,0,-10,0
206,Hufflepuff,5,male,Muggle-borned,-10,68,56,60,40,71,49,51,59,100,0,80,25,49,Dragon heartstring,0,0,-5,-5,0,-10,0,-5,-10,10,0,5,-5,5,5,0,0,5,0,-10,-5,5,10,-5,0,0,0,5,10,5,0,-10,0,0,0,0,0,-5,0,0
213,Hufflepuff,3,male,Pure-blood,5,70,4,60,75,42,66,70,61,85,49,100,45,50,Dragon heartstring,0,10,0,-5,5,5,-5,10,0,-5,0,0,0,5,0,-5,0,0,0,5,0,5,5,-5,-5,-10,5,0,0,5,-5,0,-10,0,5,-10,-5,0,5,5
214,Hufflepuff,4,female,Pure-blood,-45,100,100,9,39,51,100,100,1,12,18,100,24,100,Phoenix feather,0,-5,-10,5,0,-10,0,0,0,-10,0,-5,10,0,-5,-5,0,-5,-5,0,-5,0,0,0,5,0,0,0,0,10,-5,10,-5,-5,0,0,-5,0,5,-5
216,Hufflepuff,3,female,Half-blood,-20,100,45,100,100,74,100,100,100,100,100,89,100,100,Dragon heartstring,-5,10,-5,0,0,0,0,0,5,10,0,10,5,0,-5,-5,0,-5,0,0,0,-10,0,-10,0,0,10,0,0,0,0,5,0,-10,0,-10,0,5,-10,-5
218,Hufflepuff,1,female,Pure-blood,35,8,100,100,1,39,56,100,34,40,27,60,10,100,Phoenix feather,0,-5,0,20,5,-10,0,0,10,0,10,10,-10,-5,5,-5,-5,0,-10,0,5,0,-5,0,0,0,0,-5,5,5,0,0,10,0,0,5,0,10,0,-5
220,Hufflepuff,1,female,Pure-blood,20,58,23,56,4,43,57,75,34,60,48,66,77,81,Unicorn hair,5,0,0,5,10,0,5,-10,0,0,5,-5,5,0,-5,10,5,-5,-5,5,10,5,-5,-5,5,-10,5,5,5,5,-10,-5,0,5,0,10,0,-20,-5,0
223,Hufflepuff,5,female,Muggle-borned,-50,25,39,65,51,60,18,42,46,57,29,46,42,54,Unicorn hair,-5,-10,0,-10,-10,0,5,5,-10,5,0,-10,5,-5,0,10,5,-5,5,0,0,0,0,-10,-5,-5,5,-10,10,0,-5,-10,0,5,0,0,-5,0,5,0
227,Hufflepuff,1,female,Muggle-borned,20,20,100,28,100,29,100,15,48,59,8,29,15,21,Dragon heartstring,0,-5,0,10,0,0,0,10,0,0,-5,0,5,0,0,0,5,0,0,5,0,-10,-5,0,5,-5,0,0,10,5,0,-5,0,0,10,0,-5,10,-10,-5
230,Hufflepuff,6,male,Half-blood,15,100,100,15,60,16,20,42,100,35,5,46,100,3,Dragon heartstring,0,0,-5,5,0,5,0,0,10,5,-5,-10,0,5,0,5,0,10,5,0,0,0,0,0,-5,-5,-5,5,-10,0,0,0,5,-10,0,5,10,0,5,-10
236,Hufflepuff,7,male,Muggle-borned,-10,36,100,100,43,10,48,30,11,9,60,33,27,43,Phoenix feather,0,-5,-10,-5,0,0,0,10,5,0,-10,-5,0,0,5,10,5,0,-5,5,0,-5,0,0,5,0,0,-5,-5,-10,5,10,0,-5,5,0,-5,0,0,0
243,Hufflepuff,6,female,Half-blood,35,71,24,69,51,100,80,68,65,80,64,69,57,67,Dragon heartstring,5,5,-5,5,-5,5,5,0,0,0,0,0,-5,-5,10,5,-5,5,0,10,-5,0,5,-5,-5,0,-10,-10,-10,-5,0,10,0,0,10,0,10,10,0,10
248,Hufflepuff,3,male,Muggle-borned,40,35,1,21,56,85,69,34,55,23,40,31,45,23,Dragon heartstring,5,-5,20,5,-10,0,-5,-10,0,5,0,-5,0,0,0,0,10,0,-5,0,5,5,0,10,5,10,-5,10,0,-5,10,-5,-5,5,-5,0,10,-10,0,0
251,Hufflepuff,6,female,Half-blood,-20,34,4,35,58,62,50,61,49,51,68,76,100,34,Unicorn hair,-10,-5,-5,5,5,0,5,-5,5,-5,0,5,0,-10,-5,0,0,-10,-5,0,0,0,0,0,5,-5,10,10,0,5,0,5,5,0,-10,0,-10,-5,5,0
262,Hufflepuff,5,female,Pure-blood,20,100,100,15,100,100,60,10,100,19,45,100,34,100,Unicorn hair,5,0,-5,-5,20,5,-5,-10,0,10,5,0,-5,0,5,-5,5,-5,5,5,0,-5,-5,0,-5,-5,0,10,0,10,0,5,10,5,-10,-5,0,-10,0,0
264,Hufflepuff,1,female,Half-blood,-85,37,28,9,84,26,54,71,45,50,85,53,32,59,Phoenix feather,0,-5,0,10,-20,-5,0,10,5,0,5,-10,0,0,-5,-5,0,-10,-5,-10,0,0,0,-10,0,0,-5,0,-10,0,10,-10,5,5,-5,0,-10,0,0,-10
267,Hufflepuff,7,female,Muggle-borned,40,73,44,47,65,71,31,77,81,29,44,67,100,68,Phoenix feather,5,-10,0,10,5,-5,0,0,5,-5,0,5,10,0,0,10,5,5,0,-10,0,5,0,0,0,-10,5,10,5,0,0,0,5,5,0,-5,-10,5,-10,5
271,Hufflepuff,1,female,Pure-blood,0,32,34,73,48,83,80,71,69,15,100,55,88,44,Phoenix feather,0,0,5,0,-5,10,0,0,-10,5,0,5,0,5,0,-10,5,0,0,5,-5,-5,5,10,0,0,0,0,0,-5,5,-5,0,-10,-5,5,10,0,-5,-10
276,Hufflepuff,6,female,Half-blood,0,64,18,85,75,98,28,86,100,65,85,100,63,66,Unicorn hair,-10,5,0,5,0,5,5,5,0,-10,0,5,0,5,5,0,0,0,10,-5,-5,10,0,5,-5,-5,5,-5,0,-5,-5,0,0,0,0,-10,-10,-5,5,5
280,Hufflepuff,7,female,Half-blood,-25,29,2,40,70,79,77,51,48,58,64,36,25,7,Unicorn hair,5,-5,0,-5,5,0,-5,-5,0,-5,0,0,-10,5,0,0,0,10,5,-10,5,-5,0,0,5,10,0,-10,0,5,0,-10,0,0,-5,0,0,-5,0,0
1,Ravenclaw,5,male,Half-blood,140,17,100,55,54,97,74,85,84,76,93,90,77,19,Dragon heartstring,-5,5,-5,10,-10,0,0,5,0,5,5,0,-5,-20,5,0,10,10,5,-5,5,5,-5,0,0,5,10,5,10,20,5,0,5,10,5,10,10,10,10,10
6,Ravenclaw,2,female,Muggle-borned,140,100,100,26,100,49,12,21,2,60,43,31,100,100,Phoenix feather,10,0,5,-5,-5,10,5,5,10,0,5,0,10,-10,-5,5,10,10,0,10,10,10,5,10,0,10,10,5,5,10,5,-5,0,5,-10,-10,5,-5,5,5
7,Ravenclaw,5,male,Half-blood,30,67,1,38,82,85,44,11,36,80,100,50,100,30,Unicorn hair,-5,10,-10,5,10,-10,-10,0,-10,5,0,5,10,10,5,-5,5,-10,-5,5,0,-5,10,5,0,0,10,-10,0,0,5,0,-10,5,-10,10,0,5,0,10
17,Ravenclaw,5,female,Half-blood,55,58,58,25,46,65,33,66,64,43,58,85,27,56,Dragon heartstring,5,-5,-20,10,10,0,0,5,10,5,10,0,0,5,-10,10,0,-5,-10,10,-10,-5,10,10,0,0,0,0,5,-5,10,-10,10,10,5,5,5,0,-20,5
22,Ravenclaw,1,female,Pure-blood,80,27,71,52,61,66,50,86,79,80,80,100,98,32,Phoenix feather,-10,10,-5,5,0,-5,-5,-5,0,10,10,5,0,-10,10,-5,0,-5,0,10,-5,5,0,0,5,-20,5,-5,0,0,5,10,5,10,5,10,20,10,10,0
30,Ravenclaw,1,male,Half-blood,110,20,100,17,60,10,100,16,12,31,5,100,60,32,Dragon heartstring,5,-10,5,10,10,10,10,10,5,5,0,-10,5,10,-10,0,0,5,0,5,10,-20,0,5,-10,5,-10,5,-5,10,5,10,5,10,10,10,5,-5,-5,10
35,Ravenclaw,4,male,Muggle-borned,145,39,25,42,72,58,24,95,77,31,100,49,62,40,Unicorn hair,0,5,5,5,0,0,-5,10,5,-10,0,10,10,10,10,5,0,5,5,5,10,10,-5,5,0,10,10,5,5,-5,10,-10,-5,5,10,10,0,5,-5,5
36,Ravenclaw,4,male,Half-blood,110,59,43,60,100,86,66,79,28,63,31,35,67,70,Unicorn hair,10,5,-5,5,0,0,0,0,-5,10,5,5,5,-5,-5,10,10,5,5,10,5,-10,5,10,10,10,-20,-5,5,0,10,5,10,10,0,0,0,-10,0,10
43,Ravenclaw,5,female,Half-blood,95,100,38,52,100,71,61,32,100,59,80,55,81,100,Phoenix feather,10,-5,10,5,-5,5,5,0,0,10,10,-10,10,-5,10,5,0,10,10,10,-5,-10,-10,0,10,-5,10,10,-5,5,5,0,-10,10,0,-10,0,5,10,0
47,Ravenclaw,3,female,Pure-blood,90,37,24,63,68,49,68,49,100,40,76,68,39,47,Dragon heartstring,5,5,-5,-10,-10,5,10,5,5,5,10,5,10,5,5,5,5,5,10,0,5,0,5,0,-5,5,10,0,0,-5,-10,5,5,0,-10,10,10,-10,0,0
48,Ravenclaw,3,female,Half-blood,40,66,53,64,0,58,28,38,19,62,79,31,77,86,Phoenix feather,10,-10,10,10,0,10,5,-5,-10,-10,-5,0,10,-5,10,0,10,5,10,5,-10,10,-5,10,5,-5,10,-5,10,-5,0,0,0,0,-10,0,-5,-10,-5,5
52,Ravenclaw,4,female,Half-blood,180,53,29,50,17,27,69,22,100,75,41,81,89,52,Phoenix feather,10,0,-5,5,0,-5,5,0,5,10,0,20,5,10,0,0,10,5,0,5,0,-5,20,10,0,10,5,0,-5,20,5,0,-5,20,10,0,5,5,10,-5
54,Ravenclaw,5,male,Pure-blood,60,53,34,56,47,36,72,76,29,0,65,58,37,53,Phoenix feather,-10,-10,0,5,-5,10,-5,0,10,-5,-5,0,0,10,5,5,10,-5,0,0,5,5,10,-10,-10,-5,5,5,5,5,5,-10,10,10,-5,-5,10,10,0,10
55,Ravenclaw,5,female,Muggle-borned,115,57,37,62,24,100,74,15,29,82,63,71,85,63,Phoenix feather,5,10,5,-5,10,-10,5,20,10,5,-10,5,5,10,-5,-5,-10,5,5,0,-10,-5,10,0,0,0,0,-5,5,20,5,10,5,10,10,10,-5,5,-5,0
68,Ravenclaw,4,female,Muggle-borned,70,42,9,44,33,61,29,8,83,24,88,100,22,46,Phoenix feather,0,0,5,-5,5,0,0,10,-10,-5,0,0,0,10,5,5,20,0,0,-10,-5,10,5,-5,-5,10,0,-5,10,5,5,10,5,0,-5,0,10,0,5,-10
78,Ravenclaw,1,female,Half-blood,85,83,34,44,46,48,62,59,72,100,79,74,90,100,Dragon heartstring,-10,10,0,0,10,-5,-10,-5,10,-5,5,5,10,5,5,0,5,-5,10,5,5,10,10,0,-10,0,5,0,10,10,-5,10,5,5,0,0,-10,5,-5,0
79,Ravenclaw,2,female,Muggle-borned,95,79,39,80,93,57,33,66,54,83,69,83,100,83,Dragon heartstring,0,10,5,-5,10,-5,-5,0,5,0,10,0,5,-10,5,-10,10,5,10,0,-5,0,10,10,-10,10,10,10,-10,0,-10,5,10,-10,0,10,20,5,-5,5
81,Ravenclaw,3,female,Muggle-borned,150,26,20,38,70,42,78,75,53,60,34,25,48,30,Phoenix feather,10,-10,5,0,-5,10,0,10,10,10,-5,10,10,-5,10,0,5,10,10,5,-10,-10,-5,-5,5,10,10,10,0,-5,10,10,5,20,5,10,-10,10,0,0
85,Ravenclaw,6,male,Half-blood,115,58,21,53,27,100,75,53,70,56,59,78,58,56,Phoenix feather,5,5,0,5,20,0,10,-10,10,10,5,-10,10,-5,10,-10,-10,5,0,5,5,-10,10,5,10,5,5,10,5,-10,5,-10,10,10,5,-10,5,10,0,0
89,Ravenclaw,2,male,Half-blood,175,66,29,45,45,79,76,93,33,96,33,67,64,55,Phoenix feather,0,5,10,10,0,5,0,0,-5,0,10,5,5,10,0,5,-5,10,10,10,5,-10,-10,5,10,10,10,-5,10,10,-5,10,5,10,0,5,5,5,10,10
90,Ravenclaw,3,female,Pure-blood,115,79,18,100,75,58,82,75,42,55,72,57,50,93,Unicorn hair,5,10,10,10,0,10,0,0,5,10,10,-5,5,5,10,10,0,0,-5,-10,0,10,5,5,20,5,-5,-5,0,-20,0,10,10,10,-10,-5,-5,0,10,0
92,Ravenclaw,3,female,Pure-blood,110,98,77,66,98,86,89,100,100,94,51,62,100,100,Phoenix feather,0,-5,5,-10,10,10,-5,-10,-5,-5,10,10,10,5,5,-5,-5,-5,5,5,20,10,5,5,10,10,0,10,-5,10,5,10,10,5,5,5,-10,10,-5,-20
100,Ravenclaw,2,female,Muggle-borned,90,23,100,56,60,56,49,13,46,100,32,85,48,28,Phoenix feather,10,10,5,5,10,0,0,5,0,5,0,-5,-20,5,5,10,5,0,10,-10,10,-5,5,-5,-5,-10,0,10,10,5,0,10,0,10,0,-5,5,0,-5,10
106,Ravenclaw,7,female,Half-blood,135,71,2,56,60,100,51,58,22,51,61,76,0,72,Unicorn hair,0,10,10,0,10,5,10,-5,-5,5,5,-20,10,5,10,10,10,-5,0,-5,0,5,10,0,-10,0,5,10,5,5,10,10,5,-10,-10,10,10,5,10,5
120,Ravenclaw,4,male,Half-blood,140,75,57,75,67,15,88,49,88,72,100,85,36,66,Dragon heartstring,0,0,0,5,10,10,-10,10,10,10,0,10,-5,10,-5,10,5,10,0,5,-10,0,10,-5,10,5,-5,10,-10,10,10,5,5,10,0,0,-5,0,5,10
122,Ravenclaw,3,male,Half-blood,140,100,100,100,33,60,29,5,52,47,1,100,29,3,Dragon heartstring,0,5,0,10,5,0,0,10,5,5,-10,5,5,5,5,0,0,10,-10,10,10,-10,0,10,5,-10,10,10,0,10,5,5,0,-5,0,0,10,10,10,10
123,Ravenclaw,2,female,Half-blood,60,61,21,100,70,67,87,39,56,82,67,64,60,47,Unicorn hair,10,10,10,0,5,0,-10,-5,10,-5,5,10,0,-10,0,10,10,0,5,5,10,5,5,-5,-10,5,-10,0,0,-10,0,-20,0,10,0,5,5,0,5,5
134,Ravenclaw,3,male,Pure-blood,120,65,14,31,70,39,84,53,68,36,54,44,41,65,Dragon heartstring,5,10,10,10,0,5,5,5,-5,5,5,-5,5,10,5,-5,0,5,5,10,0,-10,-5,0,10,5,-5,10,-5,5,10,0,10,5,-5,-5,5,0,10,0
139,Ravenclaw,6,male,Half-blood,120,37,37,21,51,57,62,52,66,69,54,73,23,39,Unicorn hair,10,0,5,0,10,5,10,0,10,5,0,10,5,-5,10,10,0,-5,0,-5,5,0,0,10,0,10,5,0,10,0,5,5,0,5,-5,0,0,-5,0,0
142,Ravenclaw,7,male,Half-blood,160,53,16,10,43,1,22,23,24,85,21,32,100,82,Phoenix feather,0,5,10,0,0,5,10,-20,20,5,10,0,-5,10,10,10,10,5,10,5,5,5,-10,0,10,-10,-5,0,5,5,10,10,0,5,5,10,-5,-5,5,20
144,Ravenclaw,5,male,Half-blood,95,47,28,90,100,27,73,76,99,69,64,84,42,40,Unicorn hair,10,10,0,10,10,0,5,0,0,20,10,5,0,5,0,10,0,10,0,-20,-5,-5,5,0,0,-5,10,5,0,-5,-10,-10,10,5,0,5,5,5,5,-5
147,Ravenclaw,6,female,Half-blood,80,19,13,44,69,35,58,42,21,44,34,32,68,11,Unicorn hair,10,10,5,-5,0,-5,0,10,10,5,-10,10,5,-5,0,5,10,5,-5,10,20,-5,-5,10,-5,-5,5,5,-10,0,-10,0,5,-5,-5,-5,5,0,10,10
151,Ravenclaw,5,male,Half-blood,140,84,12,40,48,54,92,97,43,71,48,2,66,87,Dragon heartstring,10,10,5,0,-10,5,5,5,10,5,-5,10,5,10,5,-5,10,5,5,0,-5,10,0,5,5,-5,10,5,5,0,10,0,5,-5,10,-5,-5,5,10,0
154,Ravenclaw,4,male,Muggle-borned,140,47,33,68,100,59,40,69,100,51,82,66,81,54,Unicorn hair,10,-5,-5,5,-5,5,0,10,10,0,10,-5,5,20,0,-5,5,5,10,-5,0,10,5,10,10,5,-5,5,10,10,-5,5,-5,0,-5,5,10,5,5,0
163,Ravenclaw,5,male,Muggle-borned,80,53,0,48,43,39,70,36,17,96,23,57,100,41,Unicorn hair,10,0,-5,10,5,10,5,-10,-20,10,0,10,-5,5,5,0,-5,10,20,-10,5,0,10,0,-5,5,5,20,-5,5,-10,-10,5,5,5,0,5,10,-20,5
